date,restaurant_type,location,daily_revenue,customer_count,avg_check_size,staff_cost,food_cost,weather_score
2020-01-01,Fast Food,Downtown,2567.8696155738903,69.41922998782024,39.28254416966772,840.6722057009251,951.5485801640792,4.047472565240506
2020-01-01,Fast Food,Suburb,2546.000508328337,52.4440650131258,45.412046813317566,719.6223581226345,859.6104897913841,5.98926923570949
2020-01-01,Fast Food,Mall,2502.0947629435545,61.59799745132044,51.11705671675264,747.6424512096082,858.5221516396633,8.59181070691998
2020-01-01,Casual Dining,Downtown,5668.967529342135,140.85985883241187,57.30447835680761,1740.3483132017013,2001.4677819672072,4.603033336195429
2020-01-01,Casual Dining,Suburb,4691.819611951537,115.52006512799554,49.381670503361036,1392.5826113443024,1638.1035492262508,7.154057974975272
2020-01-01,Casual Dining,Mall,5251.989337514991,117.61590834357497,51.59193530975678,1569.5266749796474,1836.2717327071123,2.21699434033697
2020-01-01,Fine Dining,Downtown,11551.326607465357,272.213060060985,48.8580003061989,3363.3308318864574,3995.689009289253,5.7166721160766745
2020-01-01,Fine Dining,Suburb,11339.605152475044,248.06902526694824,45.17373922757998,3408.9347525523604,3988.4868396838165,4.9862754700410274
2020-01-01,Fine Dining,Mall,13800.548604546173,298.7087638550278,41.246008131000444,4084.285586338608,4807.162250744619,4.266648344022099
2020-01-02,Fast Food,Downtown,2424.2733754199426,52.6720043005851,54.57564213387887,639.3855172920956,845.5866681361912,7.006327441199096
2020-01-02,Fast Food,Suburb,2816.048374935648,70.28684124242622,43.70721307563343,903.8795856959545,1019.26722154506,2.7979844755641228
2020-01-02,Fast Food,Mall,2625.7350106196673,58.596780533624454,47.77768655165694,825.2112847411672,868.07023237572,8.461929188053928
2020-01-02,Casual Dining,Downtown,4314.307777474698,86.80767501843678,52.48798078909923,1271.7968780679662,1464.0091252828518,1.0
2020-01-02,Casual Dining,Suburb,3867.0395428923653,89.4484176625125,45.80760407194245,1125.115700204188,1385.7709757642256,9.199933612652163
2020-01-02,Casual Dining,Mall,4794.386851332298,120.87351421801303,53.88251224649198,1409.8605736400812,1669.5182150054554,4.842495378277094
2020-01-02,Fine Dining,Downtown,9043.042727500066,191.48184384913128,53.896859793235755,2599.5550990147644,3131.67001169749,5.495215782377564
2020-01-02,Fine Dining,Suburb,9092.07806323089,211.5916904245082,45.5008324962302,2811.0870240642953,3159.566444436356,6.610371830063612
2020-01-02,Fine Dining,Mall,9192.743994272589,209.10849987709054,52.16980308829837,2782.3142040152197,3217.1339574982126,5.0308701983688
2020-01-03,Fast Food,Downtown,1310.1878965757094,23.062563057291083,43.580544849476524,384.8180509912424,481.7172683151928,5.439786012607431
2020-01-03,Fast Food,Suburb,1542.7804771280232,25.638605828403854,59.05159767575613,533.2255938283934,545.5769463037443,1.9288017026294213
2020-01-03,Fast Food,Mall,1777.6349336494325,49.449797991916256,40.46452523626394,561.2386841596933,614.9419750405356,3.7993313549356214
2020-01-03,Casual Dining,Downtown,4089.9753522972815,83.31605139457443,43.714121221774604,1233.6610618036543,1364.2953836901406,4.996373050628899
2020-01-03,Casual Dining,Suburb,3269.024281203916,84.86934424923287,49.01836970356761,1013.3502194590445,1148.7421342217767,6.330193723257648
2020-01-03,Casual Dining,Mall,2890.696506611831,39.09060963746174,35.63212631150491,841.1888089228789,1024.8082788815593,3.8919587282662422
2020-01-03,Fine Dining,Downtown,7022.371622087828,152.93892753060783,50.35726623213903,2108.3813670897057,2427.2687872132537,4.140138002453921
2020-01-03,Fine Dining,Suburb,5413.816181249943,127.22947939748146,49.15888380233599,1597.9233159990424,1885.8123346939578,3.3646919012651573
2020-01-03,Fine Dining,Mall,6905.146795066407,162.64415623722357,47.67721771703239,2079.115754127074,2414.1501934048865,3.3664297247845925
2020-01-04,Fast Food,Downtown,1440.9965357690398,39.613895538823215,49.939455003784516,437.9377376180995,515.847874940449,8.353697953874702
2020-01-04,Fast Food,Suburb,926.8599670753795,20.143141561840626,49.959875046896514,298.11672990282506,329.5830554458953,6.192186505010383
2020-01-04,Fast Food,Mall,1150.0838997383025,22.42086226210869,38.959823037246345,286.4742297431747,360.73669159652155,7.277640163362546
2020-01-04,Casual Dining,Downtown,2186.7961242020956,54.467397243461456,51.94613078076849,614.9559328459867,773.2002045400961,8.13781004234588
2020-01-04,Casual Dining,Suburb,2428.995978346875,54.658864541899135,49.76213708972652,642.4696398738054,855.753062409194,1.5785361533592055
