date,product_category,region,daily_sales,marketing_spend,customer_visits,conversion_rate,avg_order_value
2020-01-01,Electronics,North,4445.455431368696,395.21694248715926,8829.921412405674,0.05353183550370781,60.047723595322154
2020-01-01,Electronics,South,5000.142822014855,544.3738223459791,10036.64159431716,0.08505082972842656,48.70895446101972
2020-01-01,Electronics,East,5090.731931296412,451.7520992663093,9987.723270728671,0.022139155005367027,50.68974737751081
2020-01-01,Electronics,West,4883.195970142758,469.24284199461323,9916.073972355733,0.045614099207145126,55.103778786026425
2020-01-01,Clothing,North,3038.7446629353803,313.25008664829227,5947.6163074307815,0.019610349659134652,54.922083525513685
2020-01-01,Clothing,South,3346.2733948062646,389.08653383398376,6520.343361332517,0.03485075038868307,47.22914553254904
2020-01-01,Clothing,East,3113.335587345007,324.2295602612349,6503.2694097491185,0.0829800983793565,45.79126170836335
2020-01-01,Clothing,West,2785.144436931456,313.2243939755894,5615.954589793447,0.0256575357410362,58.43762207815113
2020-01-01,Books,North,1117.102243183008,90.98524828317441,2276.8059171809637,0.05245428281094975,45.6444783107894
2020-01-01,Books,South,1058.1155211279824,160.53606442916734,2124.728167674174,0.07947880852766949,55.623040400728925
2020-01-01,Books,East,980.3830957774624,59.37889947804943,1898.7390512135132,0.07262172647148427,52.51681076300378
2020-01-01,Books,West,930.2228483172087,124.70095722320139,1896.0976557189265,0.0690537956200471,54.61435233475707
2020-01-02,Electronics,North,5252.00782637945,543.9881535638106,10359.504121807791,0.020734176620967423,51.72770312061949
2020-01-02,Electronics,South,4977.603442373814,465.56238908540445,9840.86087270801,0.050028470064489905,54.26312224077471
2020-01-02,Electronics,East,5329.157056333872,561.4774675356285,10673.855697688141,0.06712729342264413,57.642780072102134
2020-01-02,Electronics,West,4474.160042057317,547.4962002230627,8843.523694805532,0.08192090227985371,51.492695482822185
2020-01-02,Clothing,North,2675.7781301391024,316.7840181586192,5178.488898274298,0.05303320608844642,45.79474936748457
2020-01-02,Clothing,South,2944.074931318776,364.88096937166205,5818.080514382061,0.04302154389077965,49.60240564349284
2020-01-02,Clothing,East,3274.531622185553,378.89203610231687,6369.721118434006,0.07356453744421032,49.61409500367608
